Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
44-ФЗ;№0124200000621008275;Электронный аукцион;Поставка продуктов питания;;'212290201625029020100100340020000244';;;557802.50;RUB;;;;;"10.84.30: Соль пищевая; 10.13.15.110: Консервы мясные; 10.39.22.110: Джемы, желе фруктовые и ягодные; 10.73.11: Изделия макаронные и аналогичные мучные изделия; 10.61.21.110: Мука пшеничная";"10.84.30.000-00000008: Соль пищевая ; 10.61.21.110-00000004: Мука пшеничная; 10.73.11.000-00000012: Изделия макаронные; 10.39.22.110-00000004: Джем; 10.13.15.110-00000008: Консервы мясные";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""ТЕХНИКУМ СУДОСТРОЕНИЯ И МАШИНОСТРОЕНИЯ""";КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ;25.11.2021;07.12.2021;Определение поставщика завершено;Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%;25.11.2021;07.12.2021;
223-ФЗ;№32110902301;Закупка у единственного поставщика (подрядчика, исполнителя);Поставка периодических изданий в 1 п/г 2022 г.;;;1;Поставка периодических изданий в 1 пг 2022г.;243272.35;RUB;;;;;58.14.19.000: Журналы печатные прочие и периодические издания;58.14.19.000: Журналы печатные прочие и периодические издания;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;03.12.2021;03.12.2021;Закупка завершена;;03.12.2021;;
223-ФЗ;№32110865054;Прочие;Поставка режущего инструмента;;;1;Поставка режущего инструмента;235763.16;RUB;;;;;25.73.40.110: Сверла;25.73.40.110: Сверла;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;25.11.2021;03.12.2021;Закупка завершена;;25.11.2021;14.12.2021;
223-ФЗ;№32110865194;Прочие;Поставка режущего инструмента;;;1;Поставка режущего инструмента;788486.16;RUB;;;;;25.73.40.110: Сверла;25.73.40.110: Сверла;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;25.11.2021;01.12.2021;Закупка завершена;;25.11.2021;07.12.2021;
223-ФЗ;№32110885312;Закупка у единственного поставщика (подрядчика, исполнителя);"«Оказание услуг негосударственной экспертизы проектной документации в части проверки достоверности определения сметной стоимости работ по объекту «Техническое перевооружение предприятия для серийного производства прецизионной электрогидравлической аппаратуры на АО ""Концерн ""НПО ""Аврора""»";;;1;"Оказание услуг негосударственной экспертизы проектной документации в части проверки достоверности определения сметной стоимости работ по объекту ""Техническое перевооружение предприятия для серийного производства прецизионной элетрогидравлической аппаратуры на АО ""Концерн ""НПО ""Аврора""";481292.87;RUB;;;;;71.20.19.111: Услуги по проведению государственной экспертизы проектной документации, запасов полезных ископаемых и подземных вод, геологической информации о предоставляемых в пользование участках недр, результатов инженерных изысканий;71.20.19.111: Услуги по проведению государственной экспертизы проектной документации, запасов полезных ископаемых и подземных вод, геологической информации о предоставляемых в пользование участках недр, результатов инженерных изысканий;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;30.11.2021;30.11.2021;Закупка завершена;;30.11.2021;;
223-ФЗ;№32110870944;Закупка у единственного поставщика (подрядчика, исполнителя);Поставка запасных частей для ремонта вертикально-фрезерного обрабатывающего центра HERMLE мод.С30U, включая выполнение работ по восстановлению работоспособности обрабатывающего центра с ЧПУ HERMLE мод.С30U №18654;;;1;Поставка запасных частей для ремонта вертикально-фрезерного обрабатывающего центра HERMLE мод. C30U, включая выполнение работ по восстановлению работоспособности обрабатывающего центра с ЧПУ HERMLE мод. С30Г №18654;42398.42;EUR;;;;;"27.90.4: Оборудование электрическое прочее, не включенное в другие группировки (включая магниты электрические; муфты и тормоза электромагнитные; захваты подъемные электромагнитные; ускорители частиц электрические; генераторы сигналов электрические)";"27.90.4: Оборудование электрическое прочее, не включенное в другие группировки (включая магниты электрические; муфты и тормоза электромагнитные; захваты подъемные электромагнитные; ускорители частиц электрические; генераторы сигналов электрические)";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;26.11.2021;26.11.2021;Закупка завершена;;26.11.2021;;
223-ФЗ;№32110820905;Прочие;Выполнение строительно-монтажных работ по объекту: «Реконструкция здания (лит. А, А1 и А2), расположенного по адресу: г. Владивосток, ул. Светланская, д. 72»;;;1;Выполнение строительно-монтажных работ по объекту: «Реконструкция здания (лит. А, А1 и А2), расположенного по адресу: г. Владивосток, ул. Светланская, д. 72»;145184330.00;RUB;;;;;41.20.20.290: Здания нежилые, не включенные в другие группировки;41.20.20.290: Здания нежилые, не включенные в другие группировки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;16.11.2021;26.11.2021;Закупка завершена;;16.11.2021;24.11.2021;
44-ФЗ;№0124200000621007787;Электронный аукцион;Оказание услуг по проведению предварительных и периодических медицинских осмотров работников;;'212290201625029020100100300018610244';;;616306.67;RUB;;;;;86.21.10.120: Услуги, предоставляемые врачами общей врачебной практики, по проведению диагностических процедур и постановке диагноза;86.21.10.120-00000007: Услуга по проведению медицинского осмотра работников, занятых на тяжелых работах и на работах с вредными и (или) опасными условиями труда;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""ТЕХНИКУМ СУДОСТРОЕНИЯ И МАШИНОСТРОЕНИЯ""";КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ;15.11.2021;24.11.2021;Определение поставщика завершено;;15.11.2021;24.11.2021;
223-ФЗ;№32110856998;Закупка у единственного поставщика (подрядчика, исполнителя);Оказание услуг по организации участия в Международной выставке и Конференции по гражданскому судостроению, судоходству, деятельности портов и освоению океана и шельфа «НЕВА 2021 ;;;1;Оказание услуг по организации участия в Международной выставке и Конференции по гражданскому судостроению, судоходству, деятельности портов и освоению океана и шельфа «НЕВА 2021	;340410.09;RUB;;;;;82.30.1: Услуги по организации конференций и торговых выставок;82.30.1: Услуги по организации конференций и торговых выставок;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""САЛЮТ""";;24.11.2021;24.11.2021;Закупка завершена;;24.11.2021;;
223-ФЗ;№32110854692;Прочие;Аренда автобусов с экипажем для перевозки сотрудников в рамках реализации пр. ЛСП-А в г. Калининграде;;;1;Аренда автобусов с экипажем для перевозки сотрудников в г. Калининграде (пр.ЛСП-А) ;3675668.50;RUB;;;;;49.39.31.000: Услуги арендованных автобусов с водителем;49.39.31.000: Услуги арендованных автобусов с водителем;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;24.11.2021;24.11.2021;Закупка завершена;;24.11.2021;02.12.2021;
223-ФЗ;№32110848656;Прочие;Доставка грузов по маршруту Астраханская обл. - г. Калининград - Астраханская обл.;;;1;Доставка грузов по маршруту  Астраханская область - г. Калининград- Астраханская область ;6640000.20;RUB;;;;;49.41.19.900: Услуги по перевозке грузов автомобильным транспортом прочие, не включенные в другие группировки;49.41.19.900: Услуги по перевозке грузов автомобильным транспортом прочие, не включенные в другие группировки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;23.11.2021;23.11.2021;Закупка завершена;;23.11.2021;01.12.2021;
223-ФЗ;№32110842235;Закупка у единственного поставщика (подрядчика, исполнителя);Оказание услуг по предоставлению доступа к системе СПАРК;;;1;Оказание услуг по предоставлению доступа к системе СПАРК;529200.00;RUB;;;;;63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;20.11.2021;20.11.2021;Закупка завершена;;20.11.2021;;
223-ФЗ;№32110839628;Закупка у единственного поставщика (подрядчика, исполнителя);Работы по ремонту двух систем вентиляции REMAK, расположенных по адресу: г. Санкт-Петербург, ул. Трефолева, д.2, лит. БЕ.;;;1;Работы по аварийному ремонту двух систем вентиляции REMAK, расположенных по адресу: г. Санкт-Петербург, ул. Трефолева, д.2, лит. БЕ.;578270.00;RUB;;;;;43.22.12: Работы по монтажу систем отопления, вентиляции и кондиционирования воздуха;43.22.12: Работы по монтажу систем отопления, вентиляции и кондиционирования воздуха;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;19.11.2021;19.11.2021;Закупка завершена;;19.11.2021;;
223-ФЗ;№32110830124;Закупка у единственного поставщика (подрядчика, исполнителя);«Обучающийся: Ходжаева Александра Михайловна по программе: аспирантуры 38.06.01 Экономика, Заочная форма»;;;1;Обучающийся: Ходжаева Александра Михайловна по программе: аспирантуры 38.06.01 Экономика, Заочная форма;290000.00;RUB;;;;;85.42.1: Услуги по дополнительному профессиональному образованию;85.42.1: Услуги по дополнительному профессиональному образованию;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;17.11.2021;17.11.2021;Закупка завершена;;17.11.2021;;
223-ФЗ;№32110829862;Закупка у единственного поставщика (подрядчика, исполнителя);«Обучающийся: Секриер Степан Степанович по программе: аспирантуры 26.06.01 Техника и технологии кораблестроения и водного транспорта, Заочная форма»;;;1;Обучающийся: Секриер Степан Степанович по программе: аспирантуры 26.06.01 Техника и технологии кораблестроения и водного транспорта, Заочная форма;414500.00;RUB;;;;;85.42.1: Услуги по дополнительному профессиональному образованию;85.42.1: Услуги по дополнительному профессиональному образованию;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;17.11.2021;17.11.2021;Закупка завершена;;17.11.2021;;
223-ФЗ;№32110829815;Закупка у единственного поставщика (подрядчика, исполнителя);«Обучающийся: Носырев Николай Алексеевич по программе: аспирантуры 26.06.01 Техника и технологии кораблестроения и водного транспорта, Заочная форма»;;;1;Обучающийся: Носырев Николай Алексеевич по программе: аспирантуры 26.06.01 Техника и технологии кораблестроения и водного транспорта, Заочная форма;414500.00;RUB;;;;;85.42.1: Услуги по дополнительному профессиональному образованию;85.42.1: Услуги по дополнительному профессиональному образованию;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;17.11.2021;17.11.2021;Закупка завершена;;17.11.2021;;
223-ФЗ;№32110829774;Закупка у единственного поставщика (подрядчика, исполнителя);«Обучающийся: Коновалов Александр Викторович по программе: аспирантуры 26.06.01 Техника и технологии кораблестроения и водного транспорта, Заочная форма»;;;1;Обучающийся: Коновалов Александр Викторович по программе: аспирантуры 26.06.01 Техника и технологии кораблестроения и водного транспорта, Заочная форма;414500.00;RUB;;;;;85.42.1: Услуги по дополнительному профессиональному образованию;85.42.1: Услуги по дополнительному профессиональному образованию;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;17.11.2021;17.11.2021;Закупка завершена;;17.11.2021;;
223-ФЗ;№32110829733;Закупка у единственного поставщика (подрядчика, исполнителя);Обучающийся: Воробьев Дмитрий Александрович по программе: аспирантуры 26.06.01 Техника и технологии кораблестроения и водного транспорта, Заочная форма»;;;1;Обучающийся: Воробьев Дмитрий Александрович по программе: аспирантуры 26.06.01 Техника и технологии кораблестроения и водного транспорта, Заочная форма;414500.00;RUB;;;;;85.42.1: Услуги по дополнительному профессиональному образованию;85.42.1: Услуги по дополнительному профессиональному образованию;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;17.11.2021;17.11.2021;Закупка завершена;;17.11.2021;;
223-ФЗ;№32110829687;Закупка у единственного поставщика (подрядчика, исполнителя);«Обучающийся: Буль Александра Сергеевна по программе: аспирантуры 26.06.01 Техника и технологии кораблестроения и водного транспорта, Заочная форма»;;;1;Обучающийся: Буль Александра Сергеевна по программе: аспирантуры 26.06.01 Техника и технологии кораблестроения и водного транспорта, Заочная форма;414500.00;RUB;;;;;85.42.1: Услуги по дополнительному профессиональному образованию;85.42.1: Услуги по дополнительному профессиональному образованию;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;17.11.2021;17.11.2021;Закупка завершена;;17.11.2021;;
223-ФЗ;№32110824943;Прочие;Поставка наборов для технического обслуживания станков с ЧПУ;;;1;Поставка наборов для технического обслуживания станков с ЧПУ;439696.51;RUB;;;;;28.41.2: Станки токарные, расточные и фрезерные металлорежущие;28.41.2: Станки токарные, расточные и фрезерные металлорежущие;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;16.11.2021;16.11.2021;Закупка завершена;;16.11.2021;26.11.2021;
223-ФЗ;№32110824799;Прочие;Поставка пара винт-гайки поперечного хода (852 мм) для токарного станка DENVER мод. HG-660x1200 арт.212685;;;1;Поставка пара винт-гайки поперечного хода (852 мм) для токарного станка DENVER мод. HG-660x1200 арт.212685;4785.00;USD;;;;;28.41.2: Станки токарные, расточные и фрезерные металлорежущие;28.41.2: Станки токарные, расточные и фрезерные металлорежущие;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;16.11.2021;16.11.2021;Закупка завершена;;16.11.2021;26.11.2021;
223-ФЗ;№32110815457;Прочие;Аренда автобусов с экипажем для перевозки сотрудников в г. Калининграде (пр.ЛСП-А) ;;;1;Аренда автобусов с экипажем для перевозки сотрудников в г. Калининграде (пр.ЛСП-А) ;3675668.50;RUB;;;;;49.39.31.000: Услуги арендованных автобусов с водителем;49.39.31.000: Услуги арендованных автобусов с водителем;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;15.11.2021;15.11.2021;Закупка завершена;;15.11.2021;23.11.2021;
223-ФЗ;№32110815437;Прочие;Услуги по перевозке грузов автомобильным транспортом по маршруту г. Санкт-Петербург (п. Шушары) - г. Калининград, а также связанные с ними транспортно-экспедиционные услуги;;;1;Услуги по перевозке грузов автотранспортом по маршруту: г.Санкт-Перербург, п. Шушары, ш.Московское, д.№231, литер А- г. Калининград. Пл.Гуськова, 1, а также связанные с ним транспортно-экспедиционные операции. ;873666.70;RUB;;;;;49.41.19.900: Услуги по перевозке грузов автомобильным транспортом прочие, не включенные в другие группировки;49.41.19.900: Услуги по перевозке грузов автомобильным транспортом прочие, не включенные в другие группировки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;15.11.2021;15.11.2021;Закупка завершена;;15.11.2021;23.11.2021;
44-ФЗ;№0372200034821000035;Электронный аукцион;Оказание услуг по изготовлению демонстрационных, тематических, информационных и декоративных изделий.;;'212780505901778050100100480013299244';;;6197612.00;RUB;;;;;32.99.99.000: Услуги по производству прочих промышленных товаров отдельные, не включенных в другие группировки, выполняемые субподрядчиком;32.99.99.000: Услуги по производству прочих промышленных товаров отдельные, не включенных в другие группировки, выполняемые субподрядчиком;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";29.10.2021;11.11.2021;Определение поставщика завершено;;29.10.2021;08.11.2021;
223-ФЗ;№32110804269;Прочие;Выполнение работ по расширенному тестированию программных модулей комплекса программ в защищенном исполнении «Система полного жизненного цикла изделий «Цифровое предприятие» с учетом специфики отрасли (судостроение);;;1;Выполнение работ по расширенному тестированию программных модулей комплекса программ в защищенном исполнении «Система полного жизненного цикла изделий «Цифровое предприятие» с учетом специфики отрасли (судостроение);7754447.05;RUB;;;;;62.01.1: Услуги по проектированию, разработке информационных технологий для прикладных задач и тестированию программного обеспечения;62.01.1: Услуги по проектированию, разработке информационных технологий для прикладных задач и тестированию программного обеспечения;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОССИЙСКИЙ ФЕДЕРАЛЬНЫЙ ЯДЕРНЫЙ ЦЕНТР - ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ЭКСПЕРИМЕНТАЛЬНОЙ ФИЗИКИ""";;10.11.2021;10.11.2021;Закупка завершена;;10.11.2021;;
44-ФЗ;№0372200034821000036;Электронный аукцион;Поставка комплекта оборудования для организации образовательного процесса учреждения.;;'212780505901778050100100510010000244';;;7020346.90;RUB;;;;;"26.70.16.190: Проекторы изображений прочие, не включенные в другие группировки; 26.70.25.000: Части и принадлежности устройств на жидких кристаллах, лазеров (кроме лазерных диодов), прочих оптических приборов и инструментов, не включенных в другие группировки; 26.20.16.190: Устройства ввода/вывода данных прочие; 26.20.16.140: Терминалы ввода/вывода данных; 26.30.30.000: Части и комплектующие коммуникационного оборудования; 26.30.11.190: Аппаратура коммуникационная передающая с приемными устройствами прочая, не включенная в другие группировки; 26.30.23.000: Аппараты телефонные прочие, устройства и аппаратура для передачи и приема речи, изображений или других данных, включая оборудование коммуникационное для работы в проводных или беспроводных сетях связи (например, локальных и глобальных сетях); 26.20.18.000: Устройства периферийные с двумя или более функциями: печать данных, копирование, сканирование, прием и передача факсимильных сообщений";26.20.18.000-00000069: Многофункциональное устройство (МФУ);"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";02.11.2021;10.11.2021;Определение поставщика завершено;Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%;02.11.2021;10.11.2021;
44-ФЗ;№0372200034821000037;Электронный аукцион;Поставка оборудования для отображения и воспроизведения информации.;;'212780505901778050100100530010000244';;;7841960.00;RUB;;;;;32.99.53.130: Приборы, аппаратура и устройства учебные и демонстрационные;32.99.53.130: Приборы, аппаратура и устройства учебные и демонстрационные;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";02.11.2021;10.11.2021;Определение поставщика завершено;Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%;02.11.2021;10.11.2021;
44-ФЗ;№0372200034821000038;Электронный аукцион;Поставка программного обеспечения.;;'212780505901778050100100540015829244';;;1919500.00;RUB;;;;;58.29.29.000: Обеспечение программное прикладное прочее на электронном носителе;58.29.29.000: Обеспечение программное прикладное прочее на электронном носителе;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";02.11.2021;10.11.2021;Определение поставщика завершено;;02.11.2021;10.11.2021;
44-ФЗ;№0372200034821000033;Электронный аукцион;Поставка роботизированного сварочного тренажёра (имитация дуговой сварки).;;'212780505901778050100100550010000244';;;3333228.76;RUB;;;;;28.99.39.230: Промышленные роботизированные ячейки;28.99.39.230: Промышленные роботизированные ячейки;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ СУДОСТРОЕНИЯ И ПРИКЛАДНЫХ ТЕХНОЛОГИЙ""";22.10.2021;10.11.2021;Определение поставщика завершено;Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%;22.10.2021;01.11.2021;
223-ФЗ;№32110800935;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Расходный материал и ЗИП для плазматрона РТ-36;;;1;Расходный материал и ЗИП для плазматрона РТ-36;1462086.87;RUB;;;;;28.29.70.110: Оборудование и инструменты для пайки мягким и твердым припоем, и сварки неэлектрические и их комплектующие (запасные части), не имеющие самостоятельных группировок;28.29.70.110: Оборудование и инструменты для пайки мягким и твердым припоем, и сварки неэлектрические и их комплектующие (запасные части), не имеющие самостоятельных группировок;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;10.11.2021;10.11.2021;Закупка завершена;;10.11.2021;18.11.2021;
223-ФЗ;№32110800626;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Инструмент (машинка электрическая для снятия фаски по металлу большая);;;1;Инструмент (машинка электрическая для снятия фаски по металлу большая);346868.17;RUB;;;;;28.99.39.190: Оборудование специального назначения прочее, не включенное в другие группировки;28.99.39.190: Оборудование специального назначения прочее, не включенное в другие группировки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;10.11.2021;10.11.2021;Закупка завершена;;10.11.2021;18.11.2021;
223-ФЗ;№32110800617;Прочие;Металлопрокат для доработки секций раздвижной эстакады (пр. ЛСП-А);;;1;Металлопрокат для доработки секций раздвижной эстакады (пр.ЛСП-А) ;14677090.96;RUB;;;;;24.10.80.190: Прокат черных металлов прочий, не включенный в другие группировки;24.10.80.190: Прокат черных металлов прочий, не включенный в другие группировки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;10.11.2021;10.11.2021;Закупка завершена;;10.11.2021;18.11.2021;
223-ФЗ;№32110795282;Прочие;Поставка периодических изданий в 1 полугодии  2022 года.;;;1;Поставка периодических изданий в 1пг 2022г.;243272.35;RUB;;;;;58.14.19.000: Журналы печатные прочие и периодические издания;58.14.19.000: Журналы печатные прочие и периодические издания;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;08.11.2021;08.11.2021;Закупка завершена;;08.11.2021;18.11.2021;
